period,bank,total_volume_mn,approved_pct,bd_pct,td_pct
2023-06,Airtel Payments Bank,116.09,98.12,0.41,1.13
2023-06,INDUSIND BANK,94.66,99.06,0.21,0.50
2023-06,Central Bank Of India,73.76,96.15,0.61,2.43
2023-06,India Post Payment Bank,74.36,90.31,0.55,8.45
2023-06,Indian Overseas Bank,59.10,98.95,0.37,0.39
2023-06,UCO Bank,54.91,95.38,0.70,3.43
2023-06,IDBI Bank Limited,52.30,99.00,0.40,0.42
2023-06,IDFC FIRST Bank,41.95,98.48,0.99,0.39
2023-06,Bank of Maharashtra,41.63,98.91,0.24,0.66
2023-06,Karnataka Bank,34.46,97.41,1.02,1.56
2023-06,Fino Payments Bank Limited,29.84,98.31,0.59,1.06
2023-06,Karur Vysya Bank,26.95,99.47,0.47,0.06
2023-06,South Indian Bank,24.87,99.79,0.20,0.01
2023-06,Bandhan Bank,23.77,97.62,0.48,1.51
2023-06,AU small Finance Bank,18.90,97.84,1.03,0.71
2023-06,Tamilnad Mercantile Bank,15.01,99.74,0.17,0.07
2023-06,City Union Bank,15.13,98.58,0.78,0.56
2023-06,Ujjivan Small Finance Bank,14.42,99.25,0.31,0.31
2023-06,Jammu and Kashmir Bank,13.75,97.11,0.34,2.25
2023-06,Equitas Bank,11.38,97.57,2.21,0.21
2023-06,Punjab and Sind Bank,10.97,97.58,0.19,1.90
2023-06,RBL Bank,19.83,98.69,0.56,0.69
2023-06,Kerala Gramin Bank,10.30,98.62,0.20,0.80
2023-06,Pragathi Krishna Gramin Bank,10.09,97.81,0.38,1.11
2023-06,Citibank,11.91,99.76,0.00,0.14
2023-06,Andhra Pradesh Grameena Vikas Bank,9.79,93.82,0.29,5.40
2023-06,DBS Bank India Limited,9.16,98.36,1.40,0.12
2023-06,Maharashtra Gramin Bank,8.58,94.04,0.38,5.15
2023-06,ESAF Small Finance Bank Ltd.,7.75,98.26,0.12,1.47
2023-06,Baroda UP Gramin Bank,7.56,94.84,1.03,3.26
2023-06,Rajasthan Marudhara Gramin Bank,7.36,96.52,0.36,2.49
2023-06,Tri O Tech Solutions Private Limited PPI,7.47,93.15,6.60,0.23
2023-06,Jio Payments Bank,6.50,99.17,0.43,0.15
2023-06,Saraswat Bank,6.35,98.28,0.19,1.07
2023-06,Sarva Haryana Gramin Bank,5.86,96.97,0.45,2.24
2023-06,Andhra Pragathi Grameena Bank,6.09,92.97,2.70,4.10
2023-05,Paytm Payments Bank,2122.50,99.79,0.20,0.00
2023-05,Yes Bank Ltd,1776.21,99.93,0.02,0.04
2023-05,State Bank of India,1021.12,99.36,0.24,0.33
2023-05,Axis Bank Ltd,664.41,99.90,0.09,0.01
2023-05,ICICI Bank,624.05,98.76,0.63,0.39
2023-05,HDFC BANK LTD,475.30,99.31,0.57,0.06
2023-05,Bank of Baroda,278.65,99.10,0.22,0.61
2023-05,Union Bank of India,271.63,99.54,0.18,0.17
2023-05,Federal Bank,216.25,99.75,0.23,0.02
2023-05,Punjab National Bank,212.79,99.15,0.37,0.22
2023-05,Canara Bank,210.04,99.13,0.19,0.48
2023-05,Kotak Mahindra Bank,203.15,97.77,0.47,1.04
2023-05,Bank of India,151.38,98.35,0.24,1.32
2023-05,Indian Bank,132.71,98.91,0.30,0.32
2023-05,Airtel Payments Bank,116.47,98.56,0.46,0.71
2023-05,INDUSIND BANK,93.00,98.89,0.20,0.50
2023-05,Central Bank Of India,74.50,98.34,0.66,0.53
2023-05,India Post Payment Bank,72.15,96.82,0.48,2.49
2023-05,Indian Overseas Bank,59.63,99.06,0.61,0.14
2023-05,UCO Bank,55.10,98.72,0.68,0.52
2023-05,IDBI Bank Limited,53.37,98.81,0.42,0.60
2023-05,IDFC FIRST Bank,43.30,97.88,1.17,0.77
2023-05,Bank of Maharashtra,42.41,97.16,0.34,2.20
2023-05,Karnataka Bank,34.08,96.45,1.11,2.39
2023-05,RBL,33.53,99.89,0.00,0.00
2023-05,Karur Vysya Bank,27.20,98.91,0.43,0.61
2023-05,Fino Payments Bank Limited,27.08,97.40,1.04,1.49
2023-05,South Indian Bank,25.43,99.75,0.21,0.04
2023-05,Bandhan Bank,24.14,96.37,0.15,2.92
2023-05,AU small Finance Bank,19.21,97.46,1.41,0.76
2023-05,City Union Bank,15.13,98.54,0.92,0.44
2023-05,Tamilnad Mercantile Bank,14.80,99.35,0.23,0.39
2023-05,Ujjivan Small Finance Bank,14.27,99.11,0.34,0.41
2023-05,Jammu and Kashmir Bank,12.63,97.86,0.39,1.67
2023-05,Equitas Bank,11.91,96.70,3.08,0.21
2023-05,Punjab and Sind Bank,10.91,93.48,0.19,5.47
2023-05,Kerala Gramin Bank,10.06,99.27,0.19,0.33
2023-05,Andhra Pradesh Grameena Vikas Bank,9.92,95.22,0.53,3.96
2023-05,Pragathi Krishna Gramin Bank,9.74,99.25,0.39,0.16
2023-05,DBS Bank India Limited,9.41,98.06,1.54,0.30
2023-05,Maharashtra Gramin Bank,8.86,92.53,0.87,5.93
2023-05,Baroda UP Gramin Bank,8.30,86.32,2.00,10.37
2023-05,Rajasthan Marudhara Gramin Bank,7.82,91.18,1.92,6.45
2023-05,ESAF Small Finance Bank Ltd.,7.62,98.86,0.13,0.89
2023-05,Tri O Tech Solutions Private Limited,7.04,91.14,8.66,0.19
2023-05,Saraswat Bank,6.44,98.71,0.26,0.71
2023-05,Andhra Pragathi Grameena Bank,6.13,89.76,0.33,9.56
2023-05,Sarva Haryana Gramin Bank,5.94,94.40,0.46,4.34
2023-05,Jio Payments Bank,5.24,99.39,0.46,0.10
2023-05,Baroda Rajasthan Kshetriya Gramin Bank,5.18,92.63,2.65,4.24
2023-04,Paytm Payments Bank,1973.67,99.73,0.23,0.04
2023-04,Yes Bank Ltd,1914.76,99.98,0.03,0.04
2023-04,State Bank of India,966.28,98.07,0.21,1.48
2023-04,Axis Bank Ltd,636.48,99.87,0.09,0.01
2023-04,ICICI Bank,590.66,99.57,0.24,0.10
2023-04,HDFC BANK LTD,443.16,99.23,0.50,0.23
2023-04,Bank of Baroda,269.46,99.50,0.14,0.16
2023-04,Union Bank of India,260.41,99.04,0.16,0.74
2023-04,Punjab National Bank,203.59,99.04,0.34,0.39
2023-04,Federal Bank,202.49,99.70,0.21,0.05
2023-04,Canara Bank,202.15,99.14,0.11,0.30
2023-04,Kotak Mahindra Bank,198.71,97.46,0.39,1.65
2023-04,Bank of India,147.23,99.25,0.23,0.48
2023-04,Indian Bank,119.18,99.18,0.18,0.41
2023-04,Airtel Payments Bank,113.09,99.23,0.39,0.17
2023-04,INDUSIND BANK,85.37,99.20,0.20,0.46
2023-04,Central Bank Of India,71.27,98.29,0.58,0.69
2023-04,India Post Payment Bank,67.58,92.60,0.94,6.26
2023-04,Indian Overseas Bank,57.66,97.84,0.75,1.34
2023-04,UCO Bank,52.37,98.25,0.69,0.77
2023-04,IDBI Bank Limited,51.34,98.23,0.38,1.35
2023-04,IDFC FIRST Bank,44.42,97.52,0.93,1.01
2023-04,Bank of Maharashtra,42.01,96.54,0.21,2.95
2023-04,Karnataka Bank,33.81,96.15,0.69,2.13
2023-04,Karur Vysya Bank,26.37,99.28,0.42,0.26
2023-04,RBL,35.25,99.65,0.60,0.23
2023-04,Fino Payments Bank Limited,25.50,97.00,0.84,1.99
2023-04,South Indian Bank,24.07,99.54,0.20,0.19
2023-04,Bandhan Bank,23.65,93.77,0.33,5.76
2023-04,AU small Finance Bank,18.18,98.39,1.34,0.08
2023-04,City Union Bank,14.52,98.36,1.08,0.49
2023-04,Tamilnad Mercantile Bank,14.05,99.17,0.26,0.29
2023-04,Ujjivan Small Finance Bank,13.58,98.55,0.29,0.33
2023-04,CITI,12.49,99.31,0.00,0.34
2023-04,Equitas Bank,11.69,97.49,1.98,0.40
2023-04,Jammu and Kashmir Bank,11.47,94.25,0.43,5.24
2023-04,Punjab and Sind Bank,10.98,87.57,0.17,12.19
2023-04,Pragathi Krishna Gramin Bank,9.78,98.38,0.27,0.29
2023-04,Kerala Gramin Bank,9.29,99.03,0.20,0.20
2023-04,Andhra Pradesh Grameena Vikas Bank,9.21,95.46,0.91,2.61
2023-04,DBS Bank India Limited,9.13,97.78,1.26,0.49
2023-04,Cosmos Bank,8.23,98.97,0.27,0.44
2023-04,Maharashtra Gramin Bank,8.21,96.55,0.65,2.61
2023-04,ESAF Small Finance Bank Ltd.,7.27,99.05,0.12,0.77
2023-04,Baroda UP Gramin Bank,7.15,95.43,2.29,2.06
2023-04,Rajasthan Marudhara Gramin Bank,7.13,96.52,0.31,2.06
2023-04,Saraswat Bank,6.39,98.39,0.21,1.29
2023-04,Andhra Pragathi Grameena Bank,5.96,86.81,0.34,10.61
2023-04,Sarva Haryana Gramin Bank,5.53,96.49,0.47,0.79
2023-04,Baroda Rajasthan Kshetriya Gramin Bank,4.81,94.55,2.61,1.17
2023-03,Paytm Payments Bank,1921.46,99.68,0.24,0.06
2023-03,Yes Bank Ltd,1590.23,99.88,0.00,0.00
2023-03,State Bank Of India,972.24,98.22,0.21,1.41
2023-03,ICICI Bank,601.02,98.26,0.24,1.06
2023-03,Axis Bank Ltd,599.56,99.42,0.23,0.23
2023-03,HDFC BANK LTD,443.88,98.86,0.53,0.42
2023-03,Bank of Baroda,267.27,99.48,0.17,0.26
2023-03,Union Bank of India,258.29,99.41,0.17,0.30
2023-03,Canara Bank,201.82,99.57,0.00,0.33
2023-03,Punjab National Bank,199.08,99.36,0.36,0.07
2023-03,Federal Bank,198.1,99.50,0.31,0.18
2023-03,Kotak Mahindra Bank,186.19,98.32,0.43,0.88
2023-03,Bank of India,146.91,99.25,0.23,0.42
2023-03,Indian Bank,114.41,97.90,0.21,1.16
2023-03,Airtel Payments Bank,114,99.03,0.23,0.63
2023-03,INDUSIND BANK,84.66,99.51,0.21,0.21
2023-03,Central Bank Of India,71.42,98.58,0.59,0.43
2023-03,India Post Payment Bank,66.53,97.67,0.60,1.64
2023-03,Indian Overseas Bank,57.99,99.15,0.51,0.14
2023-03,IDBI Bank Limited,54.35,92.67,0.36,6.24
2023-03,UCO Bank,51.56,98.95,0.67,0.35
2023-03,Bank of Maharashtra,42.71,94.93,0.23,4.45
2023-03,IDFC FIRST Bank,40.8,97.07,1.51,1.27
2023-03,Karnataka Bank,33.67,98.00,0.63,1.31
2023-03,Karur Vysya Bank,26.9,99.23,0.39,0.29
2023-03,South Indian Bank,24.73,99.45,0.37,0.17
2023-03,Fino Payments Bank,24.05,97.27,1.32,1.41
2023-03,Bandhan Bank,23.1,96.04,0.37,3.42
2023-03,AU small Finance Bank,18.01,98.65,1.07,0.22
2023-03,City Union Bank,14.84,98.25,1.05,0.59
2023-03,Tamilnad Mercantile Bank,14.13,99.54,0.25,0.17
2023-03,CITI,13.9,99.75,0.00,0.10
2023-03,Ujjivan Small Finance Bank,13.29,99.29,0.31,0.22
2023-03,Equitas Bank,12.24,96.03,3.45,0.45
2023-03,Jammu and Kashmir Bank,10.84,97.08,0.45,2.27
2023-03,Punjab and Sind Bank,10.28,99.09,0.20,0.63
2023-03,Kerala Gramin Bank,9.92,98.85,0.19,0.71
2023-03,Pragathi Krishna Gramin Bank,9.75,96.93,0.26,2.39
2023-03,DBS Bank India Limited,9.25,98.16,1.34,0.37
2023-03,Andhra Pradesh Grameena Vikas Bank,9.2,96.08,0.11,3.51
2023-03,RBL,8.54,98.80,0.75,0.36
2023-03,Maharashtra Gramin Bank,8.42,95.06,1.38,3.24
2023-03,ESAF Small Finance Bank Ltd.,7.54,99.23,0.13,0.58
2023-03,Rajasthan Marudhara Gramin Bank,7.39,95.85,0.38,3.45
2023-03,Baroda UP Gramin Bank,7.1,95.28,2.33,1.68
2023-03,Saraswat Bank,6.45,99.59,0.22,0.13
2023-03,Andhra Pragathi Grameena Bank,6.39,95.45,0.71,3.78
2023-03,Cosmos Bank,5.85,99.17,0.26,0.40
2023-03,Sarva Haryana Gramin Bank,5.36,97.65,0.62,1.45
2023-03,Baroda Rajasthan Kshetriya Gramin Bank,4.82,94.68,2.49,2.33
2023-02,Paytm Payments Bank,1657.41,99.76,0.21,0.02
2023-02,Yes Bank Ltd,1186.10,99.85,0.11,0.03
2023-02,State Bank Of India,855.15,96.01,0.26,3.40
2023-02,ICICI Bank,528.24,99.55,0.30,0.11
2023-02,Axis Bank Ltd.,516.94,99.83,0.14,0.01
2023-02,HDFC BANK LTD,379.92,99.19,0.63,0.09
2023-02,Bank of Baroda,236.71,98.48,0.41,0.95
2023-02,Union Bank of India,227.08,98.78,0.23,0.66
2023-02,Canara Bank,176.74,99.31,0.00,0.57
2023-02,Punjab National Bank,171.55,99.19,0.44,0.18
2023-02,Federal Bank,168.80,99.44,0.31,0.23
2023-02,Kotak Mahindra Bank,162.23,98.34,0.57,0.49
2023-02,Bank of India,129.73,99.45,0.29,0.18
2023-02,Airtel Payments Bank,100.18,98.73,0.27,0.76
2023-02,Indian Bank,99.83,98.27,0.39,1.06
2023-02,INDUSIND BANK,69.51,99.50,0.25,0.15
2023-02,Central Bank Of India,62.78,98.27,0.72,0.62
2023-02,India Post Payment Bank,58.50,84.59,1.48,11.82
2023-02,Indian Overseas Bank,50.96,99.49,0.25,0.10
2023-02,IDBI Bank Limited,47.42,98.37,0.45,1.04
2023-02,IDFC FIRST Bank,45.95,93.43,1.80,4.07
2023-02,UCO Bank,44.98,98.61,0.71,0.59
2023-02,Bank of Maharashtra,37.78,98.86,0.30,0.65
2023-02,Karnataka Bank,29.54,96.64,0.88,2.27
2023-02,Karur Vysya Bank,24.17,98.57,0.55,0.72
2023-02,Fino Payments Bank,21.97,92.06,1.98,4.49
2023-02,South Indian Bank,21.60,99.06,0.26,0.56
2023-02,Bandhan Bank,20.09,96.53,0.50,2.66
2023-02,AU small Finance Bank,15.82,98.24,1.71,0.05
2023-02,City Union Bank,13.11,98.56,0.82,0.53
2023-02,Tamilnad Mercantile Bank,12.46,98.29,0.36,1.24
2023-02,Ujjivan Small Finance Bank,11.51,98.64,0.40,0.74
2023-02,Equitas Bank,11.17,97.15,2.64,0.19
2023-02,CITI,11.09,99.67,0.00,0.15
2023-02,Jammu and Kashmir Bank,9.04,96.05,0.53,3.19
2023-02,Punjab and Sind Bank,9.03,99.18,0.23,0.50
2023-02,Kerala Gramin Bank,8.73,99.42,0.19,0.18
2023-02,Pragathi Krishna Gramin Bank,8.39,98.70,0.34,0.62
2023-02,DBS Bank India Limited,8.30,98.10,1.49,0.26
2023-02,Andhra Pradesh Grameena Vikas Bank,8.06,95.05,0.30,3.77
2023-02,RBL,7.24,98.78,1.12,0.09
2023-02,Maharashtra Gramin Bank,7.17,97.62,1.03,1.09
2023-02,ESAF Small Finance Bank Ltd.,6.66,99.15,0.18,0.56
2023-02,Rajasthan Marudhara Gramin Bank,6.66,93.33,0.43,5.95
2023-02,Baroda UP Gramin Bank,6.22,94.98,2.40,2.42
2023-02,Saraswat Bank,5.83,97.57,0.29,2.09
2023-02,Andhra Pragathi Grameena Bank,5.66,91.88,0.81,7.12
2023-02,Sarva Haryana Gramin Bank,4.75,92.46,0.67,5.81
2023-02,Baroda Rajasthan Kshetriya Gramin Bank,4.29,92.30,2.45,4.80
2023-02,Karnataka Vikas Grameena Bank,3.73,93.60,0.24,5.70
2023-01,Paytm Payments Bank,1765.87,99.73,0.24,0.02
2023-01,Yes Bank Ltd,1463.71,99.81,0.08,0.11
2023-01,State Bank Of India,931.08,98.52,0.22,1.09
2023-01,Axis Bank Ltd.,557.09,99.82,0.11,0.05
2023-01,ICICI Bank,554.66,98.92,0.34,0.68
2023-01,HDFC BANK LTD,401.11,99.15,0.59,0.20
2023-01,Bank of Baroda,247.34,98.89,0.28,0.45
2023-01,Union Bank of India,241.58,99.47,0.24,0.20
2023-01,Canara Bank,186.89,99.37,0.32,0.22
2023-01,Federal Bank,178.23,99.72,0.27,0.01
2023-01,Punjab National Bank,176.63,98.41,0.47,0.93
2023-01,Kotak Mahindra Bank,170.88,98.84,0.50,0.36
2023-01,Bank of India,138.67,99.22,0.25,0.41
2023-01,Airtel Payments Bank,108.80,98.80,0.45,0.45
2023-01,Indian Bank,104.40,99.10,0.29,0.45
2023-01,INDUSIND BANK,69.86,99.21,0.31,0.42
2023-01,India Post Payment Bank,67.23,88.28,1.39,9.93
2023-01,Central Bank Of India,65.86,98.48,0.59,0.48
2023-01,Indian Overseas Bank,53.55,99.27,0.24,0.28
2023-01,IDBI Bank Limited,50.98,98.37,0.39,0.98
2023-01,IDFC FIRST Bank,49.12,97.50,1.28,0.95
2023-01,UCO Bank,47.69,98.37,0.76,0.72
2023-01,Bank of Maharashtra,40.78,97.54,0.31,1.96
2023-01,Karnataka Bank,32.13,97.12,0.72,2.09
2023-01,Karur Vysya Bank,25.90,99.00,0.47,0.43
2023-01,Fino Payments Bank,23.15,93.70,1.96,3.42
2023-01,South Indian Bank,22.95,99.31,0.47,0.19
2023-01,Bandhan Bank,21.74,94.22,0.48,4.97
2023-01,AU small Finance Bank,16.74,98.23,1.67,0.10
2023-01,City Union Bank,13.81,98.68,0.72,0.52
2023-01,Tamilnad Mercantile Bank,13.05,97.42,0.84,1.56
2023-01,CITI,12.32,99.80,0.00,0.06
2023-01,Ujjivan Small Finance Bank,12.16,95.24,0.30,4.01
2023-01,Equitas Bank,11.81,95.43,2.40,1.97
2023-01,Punjab and Sind Bank,9.20,99.06,0.21,0.57
2023-01,Kerala Gramin Bank,9.19,98.94,0.47,0.30
2023-01,Pragathi Krishna Gramin Bank,9.08,99.04,0.40,0.29
2023-01,Jammu and Kashmir Bank,8.93,98.78,0.52,0.66
2023-01,DBS Bank India Limited,8.93,98.35,1.49,0.03
2023-01,Andhra Pradesh Grameena Vikas Bank,8.77,97.47,0.12,1.97
2023-01,Maharashtra Gramin Bank,7.54,97.16,0.64,1.79
2023-01,ESAF Small Finance Bank Ltd.,7.13,99.08,0.19,0.69
2023-01,RBL,6.98,97.73,1.33,0.78
2023-01,Rajasthan Marudhara Gramin Bank,6.82,95.99,0.39,3.23
2023-01,Baroda UP Gramin Bank,6.53,88.73,2.25,8.17
2023-01,Saraswat Bank,6.22,99.31,0.23,0.39
2023-01,Andhra Pragathi Grameena Bank,5.78,97.24,0.56,2.12
2023-01,Sarva Haryana Gramin Bank,5.07,90.27,0.67,8.79
2023-01,Baroda Rajasthan Kshetriya Gramin Bank,4.64,90.05,2.30,6.84
2023-01,Karnataka Vikas Grameena Bank,3.98,98.50,0.24,1.10
